Timestamp,"Are you familiar with the term ""food insecurity?""",***NON-FIRST YEARS: Approximately how much $ were you left with in your top up meal plan account at the end of first year?,"***NON-FIRST YEARS: If you have any money left over in your top up account, approximately how much do you think you have?",***FIRST YEARS: Approximately how much $ are you left with in your top up meal plan account right now,"If given the option to donate the remaining $ to your food insecure peers at Western, how much would you donate?",***FACULTY/STAFF: Approximately how much $ are you left with in your top up meal plan account right now,Food_Insecurity_Familiarity,Upper_Year_Dollars_Remaining_At_End_Of_First_Year,Upper_Year_Dollars_Remaining_Now,First_Year_Dollar_Remaining_Now,Donation_Percentage,Faculty_Staff_Dollar_Remaining_Now,Donation_Amount
2024-03-06 20:28:45,Yes I know what it is,<$50,Less than $10,<$50,100% - Drain the account and donate all of it,,Yes I know what it is,25.0,5.0,25.0,1.0,,25.0
2024-03-06 20:28:46,Yes I know what it is,<$50,Less than $10,,20% - 50% of remaining funds,,Yes I know what it is,25.0,5.0,,0.35,,
2024-03-06 20:28:47,Yes I know what it is,Finished it in residence,Less than $10,,0,,Yes I know what it is,0.0,5.0,,,,
2024-03-06 20:28:48,Yes I know what it is,$50 - $200,Less than $10,,15% of remaining funds,,Yes I know what it is,125.0,5.0,,0.15,,
2024-03-06 20:28:52,Yes I know what it is,<$50,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,25.0,5.0,,1.0,,
2024-03-06 20:28:55,Yes I know what it is,$200 - $1000,Less than $10,,20% - 50% of remaining funds,,Yes I know what it is,600.0,5.0,,0.35,,
2024-03-06 20:28:59,Yes I know what it is,Finished it in residence,Less than $10,,5% of remaining funds,,Yes I know what it is,0.0,5.0,,0.05,,
2024-03-06 20:28:59,Yes I know what it is,Finished it in residence,Less than $10,,0,,Yes I know what it is,0.0,5.0,,,,
2024-03-06 20:29:00,Yes I know what it is,$50 - $200,$10 - $50,,50% - 90%,,Yes I know what it is,125.0,30.0,,0.7,,
2024-03-06 20:29:00,Yes I know what it is,$200 - $1000,$100 - $1000,,0,,Yes I know what it is,600.0,550.0,,,,
2024-03-06 20:29:01,Yes I know what it is,$200 - $1000,Less than $10,,0,,Yes I know what it is,600.0,5.0,,,,
2024-03-06 20:29:03,Yes I know what it is,Finished it in residence,Less than $10,,15% of remaining funds,,Yes I know what it is,0.0,5.0,,0.15,,
2024-03-06 20:29:04,Yes I know what it is,,,$50 - $200,5% of remaining funds,,Yes I know what it is,,,125.0,0.05,,6.25
2024-03-06 20:29:05,Yes I know what it is,$200 - $1000,$100 - $1000,,15% of remaining funds,,Yes I know what it is,600.0,550.0,,0.15,,
2024-03-06 20:29:07,Yes I know what it is,$50 - $200,$10 - $50,,20% - 50% of remaining funds,,Yes I know what it is,125.0,30.0,,0.35,,
2024-03-06 20:29:07,Yes I know what it is,$200 - $1000,Less than $10,Finished it in residence,15% of remaining funds,,Yes I know what it is,600.0,5.0,0.0,0.15,,0.0
2024-03-06 20:29:12,Yes I know what it is,Finished it in residence,$50 - $100,,15% of remaining funds,,Yes I know what it is,0.0,75.0,,0.15,,
2024-03-06 20:29:13,No clue,Finished it in residence,,,,,No clue,0.0,,,,,
2024-03-06 20:29:17,Yes I know what it is,<$50,Less than $10,,15% of remaining funds,,Yes I know what it is,25.0,5.0,,0.15,,
2024-03-06 20:29:30,Yes I know what it is,$50 - $200,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,125.0,5.0,,1.0,,
2024-03-06 20:29:47,Yes I know what it is,Finished it in residence,Less than $10,,20% - 50% of remaining funds,,Yes I know what it is,0.0,5.0,,0.35,,
2024-03-06 20:29:56,Yes I know what it is,<$50,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,25.0,5.0,,1.0,,
2024-03-06 20:30:47,Yes I know what it is,$50 - $200,$10 - $50,,5% of remaining funds,,Yes I know what it is,125.0,30.0,,0.05,,
2024-03-06 21:08:49,Yes I know what it is,,,$50 - $200,20% - 50% of remaining funds,,Yes I know what it is,,,125.0,0.35,,43.75
2024-03-06 21:28:06,Yes I know what it is,,,$50 - $200,20% - 50% of remaining funds,,Yes I know what it is,,,125.0,0.35,,43.75
2024-03-06 21:30:45,Yes I know what it is,$50 - $200,Less than $10,,5% of remaining funds,,Yes I know what it is,125.0,5.0,,0.05,,
2024-03-07 03:27:32,Yes I know what it is,,,$200 - $1000,5% of remaining funds,,Yes I know what it is,,,600.0,0.05,,30.0
2024-03-07 05:44:42,Yes I know what it is,$50 - $200,Less than $10,,20% - 50% of remaining funds,,Yes I know what it is,125.0,5.0,,0.35,,
2024-03-08 00:51:37,Yes I know what it is,,,>$1000 (greater than $1000),15% of remaining funds,,Yes I know what it is,,,1250.0,0.15,,187.5
2024-03-08 14:50:07,Yes I know what it is,Finished it in residence,,,,,Yes I know what it is,0.0,,,,,
2024-03-12 09:33:41,Yes I know what it is,,,$50 - $200,15% of remaining funds,,Yes I know what it is,,,125.0,0.15,,18.75
2024-03-12 09:33:43,Yes I know what it is,,,$200 - $1000,10% of remaining funds,,Yes I know what it is,,,600.0,0.1,,60.0
2024-03-12 09:33:46,Yes I know what it is,,,$50 - $200,10% of remaining funds,,Yes I know what it is,,,125.0,0.1,,12.5
2024-03-12 09:33:46,Yes I know what it is,,,$200 - $1000,15% of remaining funds,,Yes I know what it is,,,600.0,0.15,,90.0
2024-03-12 09:33:54,Yes I know what it is,,,$200 - $1000,15% of remaining funds,,Yes I know what it is,,,600.0,0.15,,90.0
2024-03-12 09:33:56,Yes I know what it is,,,$200 - $1000,5% of remaining funds,,Yes I know what it is,,,600.0,0.05,,30.0
2024-03-12 09:33:59,Yes I know what it is,Finished it in residence,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,0.0,5.0,,1.0,,
2024-03-12 09:34:06,Yes I know what it is,,,$200 - $1000,15% of remaining funds,,Yes I know what it is,,,600.0,0.15,,90.0
2024-03-12 09:34:09,Yes I know what it is,Finished it in residence,,$200 - $1000,0,,Yes I know what it is,0.0,,600.0,,,
2024-03-12 09:34:12,No clue,,,$200 - $1000,0,,No clue,,,600.0,,,
2024-03-12 09:34:13,Yes I know what it is,,$50 - $100,<$50,10% of remaining funds,,Yes I know what it is,,75.0,25.0,0.1,,2.5
2024-03-12 09:34:22,No clue,Finished it in residence,Less than $10,Finished it in residence,10% of remaining funds,,No clue,0.0,5.0,0.0,0.1,,0.0
2024-03-12 09:34:22,I have heard of it,,,$50 - $200,15% of remaining funds,,I have heard of it,,,125.0,0.15,,18.75
2024-03-12 09:34:29,Yes I know what it is,,,$200 - $1000,10% of remaining funds,,Yes I know what it is,,,600.0,0.1,,60.0
2024-03-12 09:34:36,I have heard of it,,,<$50,5% of remaining funds,,I have heard of it,,,25.0,0.05,,1.25
2024-03-12 09:34:43,I have heard of it,Finished it in residence,Less than $10,,10% of remaining funds,,I have heard of it,0.0,5.0,,0.1,,
2024-03-12 09:34:47,No clue,Finished it in residence,$10 - $50,$50 - $200,10% of remaining funds,,No clue,0.0,30.0,125.0,0.1,,12.5
2024-03-12 09:35:11,Yes I know what it is,,,$200 - $1000,10% of remaining funds,,Yes I know what it is,,,600.0,0.1,,60.0
2024-03-12 13:32:11,Yes I know what it is,Finished it in residence,Less than $10,,20% - 50% of remaining funds,,Yes I know what it is,0.0,5.0,,0.35,,
2024-03-12 13:33:30,Yes I know what it is,$50 - $200,$10 - $50,,10% of remaining funds,,Yes I know what it is,125.0,30.0,,0.1,,
2024-03-12 15:12:49,Yes I know what it is,$50 - $200,Less than $10,,10% of remaining funds,,Yes I know what it is,125.0,5.0,,0.1,,
2024-03-12 15:55:38,Yes I know what it is,,,,100% - Drain the account and donate all of it,,Yes I know what it is,,,,1.0,,
2024-03-13 01:26:57,Yes I know what it is,$50 - $200,Less than $10,,20% - 50% of remaining funds,,Yes I know what it is,125.0,5.0,,0.35,,
2024-03-13 10:14:56,Yes I know what it is,Finished it in residence,Less than $10,,0,,Yes I know what it is,0.0,5.0,,,,
2024-03-13 13:28:10,Yes I know what it is,Finished it in residence,Less than $10,,10% of remaining funds,,Yes I know what it is,0.0,5.0,,0.1,,
2024-03-13 13:38:56,Yes I know what it is,,,,0,0,Yes I know what it is,,,,,,
2024-03-13 13:47:23,Yes I know what it is,,,,100% - Drain the account and donate all of it,15,Yes I know what it is,,,,1.0,,
2024-03-13 14:10:59,Yes I know what it is,Finished it in residence,,,,0,Yes I know what it is,0.0,,,,,
2024-03-13 14:17:15,Yes I know what it is,,,,100% - Drain the account and donate all of it,>$20,Yes I know what it is,,,,1.0,25.0,
2024-03-13 14:25:20,Yes I know what it is,,,,100% - Drain the account and donate all of it,<$10,Yes I know what it is,,,,1.0,5.0,
2024-03-13 14:31:11,Yes I know what it is,,,,100% - Drain the account and donate all of it,0,Yes I know what it is,,,,1.0,,
2024-03-13 14:34:22,Yes I know what it is,Finished it in residence,,,100% - Drain the account and donate all of it,<$10,Yes I know what it is,0.0,,,1.0,5.0,
2024-03-13 14:48:43,Yes I know what it is,Finished it in residence,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,0.0,5.0,,1.0,,
2024-03-13 15:15:05,Yes I know what it is,$200 - $1000,$10 - $50,<$50,10% of remaining funds,,Yes I know what it is,600.0,30.0,25.0,0.1,,2.5
2024-03-13 15:46:50,Yes I know what it is,$50 - $200,Less than $10,,10% of remaining funds,,Yes I know what it is,125.0,5.0,,0.1,,
2024-03-13 16:43:37,I have heard of it,,,,20% - 50% of remaining funds,0,I have heard of it,,,,0.35,,
2024-03-13 18:19:56,Yes I know what it is,,,,100% - Drain the account and donate all of it,,Yes I know what it is,,,,1.0,,
2024-03-13 19:50:57,Yes I know what it is,,,,100% - Drain the account and donate all of it,<$10,Yes I know what it is,,,,1.0,5.0,
2024-03-13 20:30:35,No clue,>$1000 (greater than $1000),>$1000 (greater than $1000),>$1000 (greater than $1000),0,>$20,No clue,1250.0,1250.0,1250.0,,25.0,
2024-03-14 08:27:09,Yes I know what it is,,,,0,0,Yes I know what it is,,,,,,
2024-03-14 20:09:21,Yes I know what it is,,,Finished it in residence,15% of remaining funds,,Yes I know what it is,,,0.0,0.15,,0.0
2024-03-15 09:51:42,Yes I know what it is,,,,100% - Drain the account and donate all of it,0,Yes I know what it is,,,,1.0,,
2024-03-15 18:30:44,I have heard of it,,,Finished it in residence,15% of remaining funds,,I have heard of it,,,0.0,0.15,,0.0
2024-03-15 18:30:53,Yes I know what it is,,,$50 - $200,15% of remaining funds,,Yes I know what it is,,,125.0,0.15,,18.75
2024-03-15 18:31:00,Yes I know what it is,,,>$1000 (greater than $1000),20% - 50% of remaining funds,,Yes I know what it is,,,1250.0,0.35,,437.5
2024-03-15 18:31:08,Yes I know what it is,,,Finished it in residence,100% - Drain the account and donate all of it,,Yes I know what it is,,,0.0,1.0,,0.0
2024-03-15 18:31:26,Yes I know what it is,$200 - $1000,,$200 - $1000,15% of remaining funds,,Yes I know what it is,600.0,,600.0,0.15,,90.0
2024-03-15 18:31:27,Yes I know what it is,,,<$50,10% of remaining funds,,Yes I know what it is,,,25.0,0.1,,2.5
2024-03-15 18:31:31,Yes I know what it is,$200 - $1000,,$200 - $1000,15% of remaining funds,,Yes I know what it is,600.0,,600.0,0.15,,90.0
2024-03-15 18:31:32,I have heard of it,,,$200 - $1000,10% of remaining funds,,I have heard of it,,,600.0,0.1,,60.0
2024-03-15 18:31:37,Yes I know what it is,$50 - $200,$10 - $50,$50 - $200,10% of remaining funds,,Yes I know what it is,125.0,30.0,125.0,0.1,,12.5
2024-03-15 18:31:38,Yes I know what it is,,,>$1000 (greater than $1000),5% of remaining funds,,Yes I know what it is,,,1250.0,0.05,,62.5
2024-03-15 18:31:39,Yes I know what it is,,,>$1000 (greater than $1000),5% of remaining funds,,Yes I know what it is,,,1250.0,0.05,,62.5
2024-03-15 18:31:39,Yes I know what it is,,,Finished it in residence,15% of remaining funds,,Yes I know what it is,,,0.0,0.15,,0.0
2024-03-15 18:31:52,Yes I know what it is,,,,20% - 50% of remaining funds,,Yes I know what it is,,,,0.35,,
2024-03-15 18:31:54,Yes I know what it is,,,$200 - $1000,5% of remaining funds,,Yes I know what it is,,,600.0,0.05,,30.0
2024-03-15 18:31:54,Yes I know what it is,Finished it in residence,Less than $10,,15% of remaining funds,,Yes I know what it is,0.0,5.0,,0.15,,
2024-03-15 18:32:33,Yes I know what it is,,,Finished it in residence,0,,Yes I know what it is,,,0.0,,,
2024-03-15 18:32:35,I have heard of it,,,$200 - $1000,0,,I have heard of it,,,600.0,,,
2024-03-15 18:32:53,Yes I know what it is,,,$200 - $1000,5% of remaining funds,,Yes I know what it is,,,600.0,0.05,,30.0
2024-03-15 19:26:21,Yes I know what it is,Finished it in residence,,,5% of remaining funds,,Yes I know what it is,0.0,,,0.05,,
2024-03-15 22:13:25,Yes I know what it is,,$10 - $50,,100% - Drain the account and donate all of it,,Yes I know what it is,,30.0,,1.0,,
2024-03-16 05:56:52,Yes I know what it is,,,,50% - 90%,,Yes I know what it is,,,,0.7,,
2024-03-17 15:52:11,Yes I know what it is,<$50,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,25.0,5.0,,1.0,,
2024-03-18 16:08:50,Yes I know what it is,$200 - $1000,Less than $10,,20% - 50% of remaining funds,,Yes I know what it is,600.0,5.0,,0.35,,
2024-03-19 12:34:51,Yes I know what it is,$200 - $1000,Less than $10,Finished it in residence,0,,Yes I know what it is,600.0,5.0,0.0,,,
2024-03-19 12:34:53,Yes I know what it is,<$50,$10 - $50,$50 - $200,5% of remaining funds,>$20,Yes I know what it is,25.0,30.0,125.0,0.05,25.0,6.25
2024-03-19 12:34:59,Yes I know what it is,Finished it in residence,Less than $10,,0,0,Yes I know what it is,0.0,5.0,,,,
2024-03-19 12:35:09,Yes I know what it is,<$50,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,25.0,5.0,,1.0,,
2024-03-19 12:35:09,I have heard of it,<$50,Less than $10,,20% - 50% of remaining funds,,I have heard of it,25.0,5.0,,0.35,,
2024-03-19 12:35:13,Yes I know what it is,Finished it in residence,$10 - $50,Finished it in residence,10% of remaining funds,0,Yes I know what it is,0.0,30.0,0.0,0.1,,0.0
2024-03-19 12:35:14,No clue,$50 - $200,$50 - $100,Finished it in residence,10% of remaining funds,,No clue,125.0,75.0,0.0,0.1,,0.0
2024-03-19 12:35:14,Yes I know what it is,$50 - $200,Less than $10,,15% of remaining funds,,Yes I know what it is,125.0,5.0,,0.15,,
2024-03-19 12:35:20,Yes I know what it is,,,,5% of remaining funds,<$10,Yes I know what it is,,,,0.05,5.0,
2024-03-19 12:35:22,Yes I know what it is,<$50,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,25.0,5.0,,1.0,,
2024-03-19 12:35:24,No clue,$50 - $200,$10 - $50,,50% - 90%,,No clue,125.0,30.0,,0.7,,
2024-03-19 12:35:26,Yes I know what it is,Finished it in residence,Less than $10,,5% of remaining funds,,Yes I know what it is,0.0,5.0,,0.05,,
2024-03-19 12:35:33,No clue,<$50,$50 - $100,,100% - Drain the account and donate all of it,,No clue,25.0,75.0,,1.0,,
2024-03-19 12:35:36,I have heard of it,Finished it in residence,Less than $10,,100% - Drain the account and donate all of it,,I have heard of it,0.0,5.0,,1.0,,
2024-03-19 12:35:38,Yes I know what it is,<$50,$10 - $50,,20% - 50% of remaining funds,,Yes I know what it is,25.0,30.0,,0.35,,
2024-03-19 12:35:40,No clue,$200 - $1000,$10 - $50,,5% of remaining funds,,No clue,600.0,30.0,,0.05,,
2024-03-19 12:35:43,I have heard of it,<$50,Less than $10,,100% - Drain the account and donate all of it,,I have heard of it,25.0,5.0,,1.0,,
2024-03-19 12:35:43,No clue,<$50,Less than $10,,100% - Drain the account and donate all of it,,No clue,25.0,5.0,,1.0,,
2024-03-19 12:35:50,Yes I know what it is,$200 - $1000,Less than $10,,15% of remaining funds,,Yes I know what it is,600.0,5.0,,0.15,,
2024-03-19 12:36:06,No clue,<$50,$10 - $50,,5% of remaining funds,,No clue,25.0,30.0,,0.05,,
2024-03-19 12:36:20,Yes I know what it is,$200 - $1000,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,600.0,5.0,,1.0,,
2024-03-21 11:29:00,Yes I know what it is,,,$200 - $1000,20% - 50% of remaining funds,,Yes I know what it is,,,600.0,0.35,,210.0
2024-03-21 16:11:58,No clue,<$50,$10 - $50,,10% of remaining funds,,No clue,25.0,30.0,,0.1,,
2024-03-21 16:12:05,No clue,<$50,Less than $10,<$50,5% of remaining funds,0,No clue,25.0,5.0,25.0,0.05,,1.25
2024-03-21 16:12:09,Yes I know what it is,$200 - $1000,$100 - $1000,,0,,Yes I know what it is,600.0,550.0,,,,
2024-03-21 16:12:11,No clue,$50 - $200,$10 - $50,,100% - Drain the account and donate all of it,,No clue,125.0,30.0,,1.0,,
2024-03-21 16:12:15,Yes I know what it is,Finished it in residence,Less than $10,,20% - 50% of remaining funds,,Yes I know what it is,0.0,5.0,,0.35,,
2024-03-21 16:12:21,I have heard of it,Finished it in residence,$10 - $50,,10% of remaining funds,,I have heard of it,0.0,30.0,,0.1,,
2024-03-21 16:12:25,Yes I know what it is,Finished it in residence,Less than $10,,100% - Drain the account and donate all of it,0,Yes I know what it is,0.0,5.0,,1.0,,
2024-03-21 16:12:30,Yes I know what it is,$50 - $200,Less than $10,,0,,Yes I know what it is,125.0,5.0,,,,
2024-03-21 16:12:35,No clue,$50 - $200,Less than $10,,10% of remaining funds,,No clue,125.0,5.0,,0.1,,
2024-03-21 16:12:49,Yes I know what it is,<$50,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,25.0,5.0,,1.0,,
2024-03-21 16:12:51,I have heard of it,<$50,Less than $10,,100% - Drain the account and donate all of it,,I have heard of it,25.0,5.0,,1.0,,
2024-03-21 16:12:53,Yes I know what it is,$200 - $1000,Less than $10,,20% - 50% of remaining funds,,Yes I know what it is,600.0,5.0,,0.35,,
2024-03-21 16:12:54,I have heard of it,$50 - $200,Less than $10,Finished it in residence,10% of remaining funds,,I have heard of it,125.0,5.0,0.0,0.1,,0.0
2024-03-21 16:12:56,No clue,$50 - $200,$10 - $50,,100% - Drain the account and donate all of it,,No clue,125.0,30.0,,1.0,,
2024-03-21 21:45:53,Yes I know what it is,,,,50% - 90%,<$10,Yes I know what it is,,,,0.7,5.0,
2024-03-23 23:33:56,I have heard of it,>$1000 (greater than $1000),>$1000 (greater than $1000),,20% - 50% of remaining funds,,I have heard of it,1250.0,1250.0,,0.35,,
2024-03-25 18:13:48,Yes I know what it is,Finished it in residence,,,10% of remaining funds,,Yes I know what it is,0.0,,,0.1,,
2024-03-25 18:14:05,Yes I know what it is,Finished it in residence,Less than $10,,5% of remaining funds,,Yes I know what it is,0.0,5.0,,0.05,,
2024-03-25 18:14:07,Yes I know what it is,<$50,$10 - $50,,15% of remaining funds,,Yes I know what it is,25.0,30.0,,0.15,,
2024-03-25 18:14:11,Yes I know what it is,Finished it in residence,Less than $10,,10% of remaining funds,,Yes I know what it is,0.0,5.0,,0.1,,
2024-03-25 18:14:16,Yes I know what it is,$200 - $1000,$10 - $50,,20% - 50% of remaining funds,,Yes I know what it is,600.0,30.0,,0.35,,
2024-03-25 18:14:23,Yes I know what it is,$200 - $1000,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,600.0,5.0,,1.0,,
2024-03-25 18:14:27,Yes I know what it is,,Less than $10,,0,,Yes I know what it is,,5.0,,,,
2024-03-25 18:14:27,Yes I know what it is,$200 - $1000,$10 - $50,,100% - Drain the account and donate all of it,,Yes I know what it is,600.0,30.0,,1.0,,
2024-03-25 18:14:33,I have heard of it,<$50,Less than $10,,100% - Drain the account and donate all of it,,I have heard of it,25.0,5.0,,1.0,,
2024-03-25 18:14:35,Yes I know what it is,Finished it in residence,,,5% of remaining funds,,Yes I know what it is,0.0,,,0.05,,
2024-03-25 18:14:41,Yes I know what it is,Finished it in residence,Less than $10,,100% - Drain the account and donate all of it,,Yes I know what it is,0.0,5.0,,1.0,,
2024-03-25 18:14:48,Yes I know what it is,$50 - $200,Less than $10,,5% of remaining funds,,Yes I know what it is,125.0,5.0,,0.05,,
2024-03-25 18:15:35,Yes I know what it is,Finished it in residence,Less than $10,,5% of remaining funds,,Yes I know what it is,0.0,5.0,,0.05,,
2024-03-25 18:29:38,Yes I know what it is,,,$200 - $1000,20% - 50% of remaining funds,,Yes I know what it is,,,600.0,0.35,,210.0
2024-03-25 18:37:56,Yes I know what it is,,,$50 - $200,15% of remaining funds,,Yes I know what it is,,,125.0,0.15,,18.75
2024-03-25 18:39:47,No clue,,,$200 - $1000,5% of remaining funds,,No clue,,,600.0,0.05,,30.0
2024-03-25 18:57:58,I have heard of it,,,Finished it in residence,50% - 90%,,I have heard of it,,,0.0,0.7,,0.0
2024-03-25 19:09:38,Yes I know what it is,,>$1000 (greater than $1000),>$1000 (greater than $1000),10% of remaining funds,0,Yes I know what it is,,1250.0,1250.0,0.1,,125.0
2024-03-25 20:15:30,Yes I know what it is,,,$50 - $200,100% - Drain the account and donate all of it,,Yes I know what it is,,,125.0,1.0,,125.0
2024-03-26 00:47:54,Yes I know what it is,Finished it in residence,,<$50,0,,Yes I know what it is,0.0,,25.0,,,
2024-03-26 20:24:58,Yes I know what it is,,,$50 - $200,5% of remaining funds,,Yes I know what it is,,,125.0,0.05,,6.25
2024-03-26 21:02:45,Yes I know what it is,,,Finished it in residence,100% - Drain the account and donate all of it,,Yes I know what it is,,,0.0,1.0,,0.0
2024-03-29 15:32:19,Yes I know what it is,<$50,$10 - $50,,20% - 50% of remaining funds,,Yes I know what it is,25.0,30.0,,0.35,,
2024-04-11 10:25:14,I have heard of it,,Less than $10,<$50,10% of remaining funds,,I have heard of it,,5.0,25.0,0.1,,2.5
